ID,Nome,Endereco,Telefone,Data_de_cadastro,CNPJ,Porte
274,Frederico Teixeira Barbieri Pinheiro,TO,55770-1122,13/12/2022,80.030.703/3061-15,Grande Porte
275,Josué Ferraz Silva Moares,MT,89421-4468,27/5/2019,19.474.594/8999-85,MEI
276,Rosana Silva Ferraz Boaz,DF,70806-2109,26/5/2019,02.573.945/0426-95,EPP
277,Chico Ferreira Cabral Coutinho,SC,69572-0900,17/7/2021,94.609.994/6005-88,ME
278,Juliana Fernandes Leite Leite,PI,30837-6856,24/7/2024,79.999.459/2523-76,EPP
279,Caetano Ferraz Cardoso Matos,AC,60980-3926,11/6/2024,02.087.853/7749-19,ME
280,Joana Leme Ferraz Saboia,ES,71664-0843,1/8/2019,08.826.785/6031-55,ME
281,Helena Pinheiro Mendonça Cabral,AM,57161-1732,6/7/2017,82.201.619/7096-71,EPP
282,Camilla Munhoz Paz Cabral,RJ,42904-4519,24/4/2025,68.415.210/3266-37,ME
283,Luisa Lobato Saboia Rodrigues,TO,33311-8665,18/10/2025,32.328.652/8369-89,MEI
284,Breno Oliveria Rodriguez Matos,MA,64567-6239,20/6/2019,84.325.087/9680-46,MEI
285,Arthur Moares Breda Marques,RN,73262-3863,21/1/2018,39.962.674/5235-54,Grande Porte
286,Joana Silva Gonçalves Breda,PE,14496-7127,19/3/2016,57.165.903/1499-35,EPP
287,Wanda Leme Leite Cardoso,BA,95054-7804,9/1/2024,58.675.602/6584-76,ME
288,Darwim Oliveria Diones Leite,RJ,68159-0020,15/10/2024,88.337.869/2553-88,Grande Porte
289,Marlon Mendonça Matos Ferraz,MT,17385-9774,23/8/2021,25.309.956/4771-12,ME
290,Elaine Lobato Barbieri Marques,RJ,55427-4837,6/2/2023,23.487.887/3878-99,ME
291,Luiza Oliveria Munhoz Marques,CE,43306-2484,17/4/2023,76.828.145/2923-76,ME
292,Mafalda Fernandes Munhoz Oliveria,RR,62960-9272,9/1/2016,52.135.055/8982-26,EPP
293,Daniel Pinheiro Leme Fernandes,SP,13494-9070,20/12/2021,28.083.586/1640-84,MEI
294,Carlos Fernandes Breda Rodriguez,PE,38952-1369,25/6/2015,60.552.476/4259-53,MEI
295,Milton Nascimento Munhoz Brito,AM,89508-9082,20/6/2020,43.795.180/5825-83,MEI
296,Dorotéia Rodriguez Santana Silva,MS,88960-3579,22/4/2019,08.647.464/5339-57,MEI
297,Zuleide Brito Rodrigues Teixeira,CE,38688-7283,5/12/2017,65.958.043/3630-45,MEI
298,Adriel Teixeira Paz Ferreira,AC,38910-2776,10/10/2024,89.042.234/6255-76,ME
299,Cassandra Coutinho Breda Rodrigues,GO,87923-5188,23/3/2020,30.453.751/0816-68,ME
300,Antonieta Gonçalves Boaz Boaz,ES,67645-0907,6/9/2020,59.397.871/4000-46,Medio Porte
301,Bruna Leite Ferraz Lobato,PR,60738-5953,2/3/2022,17.647.466/1495-58,EPP
302,Dalva Barbieri Cardoso Fernandes,RO,54739-1594,16/7/2020,18.552.624/6691-37,ME
303,Diana Marques Lobato Ferreira,RS,45178-6022,13/3/2023,93.283.880/5238-86,ME
304,Lara Marques Cardoso Brito,SP,89067-9568,9/11/2020,54.555.070/9031-78,EPP
305,Jean Rodriguez Ferraz Lobato,PR,68622-0634,28/7/2017,62.835.738/5356-88,EPP
306,Mateus Pinheiro Silva Teixeira,MS,27140-4497,13/4/2019,30.345.465/5833-23,MEI
307,Sônia Lobato Teixeira Moares,RO,42572-9246,12/3/2024,88.189.448/2580-99,Grande Porte
308,Solange Lobato Moares Boaz,SE,05676-4108,9/5/2022,64.449.821/0146-93,EPP
309,Mafalda Teixeira Cabral Cabral,AP,21519-8182,20/7/2018,73.216.835/9563-15,ME
310,Esther Cabral Leite Saboia,RN,59957-6178,9/6/2020,97.008.927/8622-61,EPP
311,Vitor Cardoso Boaz Brito,CE,18963-1575,27/8/2024,54.417.971/3325-41,Medio Porte
312,Adão Pinheiro Pinheiro Lobato,RS,66109-3861,15/10/2022,05.297.054/2190-26,ME
313,Nara Rodriguez Fernandes Saboia,DF,26592-8542,14/5/2017,50.624.332/0117-69,ME
314,Anita Nascimento Gonçalves Ferraz,PB,90781-1173,4/10/2019,52.774.499/5650-63,Medio Porte
315,Josué Lobato Moares Rodriguez,MG,77616-1981,23/12/2024,34.682.243/2188-31,Medio Porte
316,Roberto Moares Leite Cabral,AC,12019-9431,1/1/2019,49.735.121/5437-51,EPP
317,Carolina Lobato Gonçalves Diones,CE,84718-7216,4/12/2021,50.044.790/3585-75,ME
318,Frederico Munhoz Munhoz Silva,MT,34778-2172,18/11/2025,36.553.558/7196-80,EPP
319,Diana Lobato Cardoso Oliveria,PA,49644-2458,22/8/2017,99.870.310/4909-95,ME
320,Mateus Mendonça Diones Gonçalves,MG,37477-6460,28/2/2019,09.775.757/6740-88,ME
321,Regina Nascimento Fernandes Santana,RR,69548-9126,21/8/2022,70.072.419/9085-96,ME
322,Naira Silva Cabral Boaz,MS,83323-5872,14/4/2022,78.431.545/4646-45,EPP
323,Antônio Teixeira Rodrigues Nascimento,SE,90748-5729,16/2/2020,88.711.089/1270-74,ME
324,Joelma Santana Nascimento Matos,RR,20938-4631,6/12/2017,61.177.602/4013-79,EPP
325,Dorotéia Lobato Lobato Leme,AL,47514-9870,22/6/2023,18.022.295/3687-47,Medio Porte
326,Vinícius Rodrigues Moares Santana,PA,12698-1184,16/3/2021,80.941.616/6476-89,ME
327,Danilo Diones Breda Leme,PE,00261-8588,18/9/2025,38.822.755/0538-67,EPP
328,Daniel Boaz Diones Teixeira,SP,43808-2569,12/1/2016,71.354.128/5641-21,ME
329,Felipe Moares Lobato Pinheiro,AL,68131-3947,28/12/2025,22.285.256/0591-47,EPP
330,Willian Moares Barbieri Moares,MT,26598-1939,18/10/2021,83.989.577/9482-72,Grande Porte
331,Sandra Munhoz Saboia Rodriguez,RO,45358-0160,26/10/2016,84.904.171/2951-12,ME
332,Luiz Boaz Breda Rodrigues,SP,01668-9390,20/7/2024,33.007.369/2497-97,MEI
333,Anna Cardoso Matos Diones,MA,30379-9096,6/2/2019,65.931.011/9516-49,EPP
334,Louise Rodrigues Leite Fernandes,CE,97066-5102,11/10/2020,85.539.761/7314-03,ME
335,Thiago Leme Brito Diones,RO,21816-0793,4/9/2018,24.021.379/2464-22,Medio Porte
336,Maria Leme Pinheiro Gonçalves,MT,38518-5710,26/5/2016,27.470.031/6556-13,MEI
337,Louise Brito Matos Ferraz,BA,01734-8982,26/8/2017,44.663.729/0634-94,ME
338,Giovanni Marques Ferraz Leme,PB,95204-3321,25/9/2025,90.701.176/8213-36,ME
339,Jacques Ferraz Cardoso Marques,AL,45162-0737,15/2/2019,47.030.303/4804-81,ME
340,Ayrton Brito Teixeira Lobato,MS,41267-7412,6/11/2022,40.775.465/4139-82,EPP
341,Lorena Fernandes Brito Rodriguez,AM,95184-5145,20/12/2018,37.466.092/9517-35,EPP
342,Adão Saboia Rodriguez Saboia,BA,09314-0609,27/5/2019,39.894.040/3471-84,EPP
343,Elaine Leme Barbieri Nascimento,PB,52702-0232,16/5/2021,56.223.153/1173-73,ME
344,Joana Moares Rodriguez Leme,PR,39768-5739,10/4/2023,61.169.853/0481-18,MEI
345,Pedro Boaz Rodrigues Rodrigues,RN,32879-2589,12/6/2017,68.390.068/6825-82,MEI
346,Luiz Moares Silva Munhoz,GO,10427-7970,15/11/2023,56.495.566/3963-27,EPP
347,Ana Mendonça Ferraz Paz,PE,08106-1837,17/8/2015,85.765.714/4391-34,Medio Porte
348,Marlon Rodrigues Brito Pinheiro,DF,83335-7989,20/1/2018,83.092.460/2632-20,ME
349,Antonieta Coutinho Munhoz Ferreira,AP,46552-9944,5/9/2018,36.376.296/3110-10,ME
350,Mafalda Diones Ferraz Gonçalves,BA,45017-7301,5/10/2021,11.290.706/3096-05,ME
351,Victor Leite Diones Munhoz,RR,47883-5777,15/1/2016,60.052.046/5079-28,Grande Porte
352,Ana Silva Marques Ferreira,RO,81497-8818,18/10/2015,32.799.093/7545-13,MEI
353,Zulmira Rodrigues Pinheiro Paz,SE,92087-1258,24/5/2025,06.573.663/4458-64,Medio Porte
354,Emily Paz Ferraz Santana,AP,89667-3072,21/2/2021,51.332.587/2356-24,ME
355,Creuza Barbieri Santana Marques,RO,45039-9464,26/1/2017,95.794.099/3867-19,EPP
356,Diana Teixeira Cardoso Santana,PI,56382-5468,22/8/2016,46.273.379/3196-63,EPP
357,Anna Rodrigues Leite Gonçalves,GO,18354-3539,14/8/2017,18.290.108/5393-88,Medio Porte
358,Samuel Leite Marques Paz,RJ,36136-2591,26/1/2015,31.985.372/4946-76,ME
359,Laís Matos Rodrigues Teixeira,GO,26110-8111,3/11/2024,01.426.960/2909-65,EPP
360,Jacques Coutinho Lobato Ferreira,MG,50114-7086,19/11/2023,87.310.535/6599-42,MEI
361,Anita Matos Matos Leme,AL,36247-2167,3/3/2019,12.076.614/6346-93,ME
362,Beatriz Ferraz Saboia Silva,PI,37196-6745,11/9/2016,66.899.469/0483-33,ME
363,Darwim Ferraz Coutinho Boaz,MT,20792-4341,4/4/2016,40.164.236/0839-92,ME
364,João Paz Oliveria Leme,RR,12476-7781,21/1/2016,68.453.318/5026-64,Grande Porte
365,Suzana Saboia Fernandes Brito,AC,50889-8182,5/3/2020,11.816.267/4902-43,Medio Porte
366,Diana Lobato Leme Pinheiro,PI,91780-4250,9/6/2018,86.618.063/1790-94,EPP
367,Roberto Silva Lobato Mendonça,ES,45389-2651,24/11/2022,46.790.424/3459-98,MEI
368,Beatriz Saboia Barbieri Rodriguez,MT,33725-6819,12/10/2021,77.562.871/4902-75,MEI
369,Alice Leme Ferraz Diones,RJ,26308-7998,9/1/2025,80.765.453/1043-12,EPP
370,Willian Fernandes Brito Matos,MG,93086-4721,3/12/2016,39.932.918/9019-70,ME
371,Frederico Diones Leme Marques,PB,59067-7284,15/8/2019,72.130.241/4028-94,ME
372,Jonas Matos Oliveria Ferraz,CE,43780-6473,25/4/2021,06.732.231/3929-30,ME
373,Luisa Boaz Breda Leme,SC,74507-2375,15/11/2023,73.239.801/4302-34,MEI
374,Rafael Cabral Cabral Barbieri,RS,47821-4046,17/8/2017,88.253.882/9572-14,MEI
375,Thereza Silva Diones Santana,MT,08939-3419,16/11/2020,62.459.800/7675-17,ME
376,Lucas Lobato Gonçalves Fernandes,BA,44069-2963,16/5/2019,28.490.047/6535-91,ME
377,Lara Gonçalves Paz Cabral,PI,02920-7730,16/11/2017,52.156.866/1942-04,EPP
378,Jacques Diones Cabral Brito,RR,86370-7157,6/9/2019,42.360.507/8465-93,MEI
379,Emanuel Lobato Rodrigues Ferraz,AC,35197-6490,6/6/2015,46.400.657/0542-77,EPP
380,Breno Gonçalves Brito Pinheiro,SP,50693-1788,23/3/2025,48.704.724/8679-30,MEI
381,Bernardo Santana Mendonça Leme,AC,90554-8708,14/4/2022,22.298.218/9367-99,MEI
382,Eduardo Brito Cabral Mendonça,DF,42467-1424,13/12/2017,04.109.604/2696-30,ME
383,Juliana Coutinho Oliveria Leme,AC,23852-6460,8/9/2019,61.045.863/6824-44,EPP
384,Isabel Ferraz Ferraz Pinheiro,RJ,95204-4937,22/8/2016,09.225.576/9577-63,EPP
385,Dalva Matos Barbieri Mendonça,AL,36586-5496,15/2/2020,26.864.924/1720-38,ME
386,Lara Rodrigues Brito Ferraz,AC,99919-6494,21/8/2017,01.443.268/6014-65,EPP
387,Elis Breda Breda Mendonça,AP,51512-8092,13/4/2024,21.488.161/2182-06,ME
388,Pedro Marques Rodrigues Fernandes,DF,40268-3181,11/11/2022,82.604.703/9354-57,MEI
389,Cássia Brito Mendonça Fernandes,CE,64274-8652,17/2/2015,38.064.127/4066-66,Grande Porte
390,Luiza Lobato Diones Leite,PR,79195-2411,1/9/2017,24.090.542/4950-07,EPP
391,Luisa Marques Ferreira Silva,PI,47878-4870,26/6/2021,70.753.831/2011-35,EPP
392,Nara Teixeira Leite Matos,PI,69059-8475,21/12/2015,83.866.328/8719-28,ME
393,Clara Munhoz Rodriguez Nascimento,SP,79763-6939,13/7/2019,20.403.778/6898-29,ME
394,Elaine Fernandes Marques Moares,SE,21547-7242,14/7/2020,91.578.285/2425-42,MEI
395,Joana Leme Matos Saboia,GO,36112-4537,15/5/2025,95.941.708/6293-16,ME
396,Isabel Barbieri Fernandes Rodriguez,AC,72356-6141,8/5/2018,94.197.970/9944-26,ME
397,Dorotéia Silva Ferreira Nascimento,CE,53067-0018,27/6/2016,68.844.011/2996-11,Medio Porte
398,Mateus Ferraz Leme Coutinho,SC,91312-4349,9/7/2022,28.080.363/4899-11,EPP
399,Mercedes Leite Santana Matos,RN,39782-6480,19/3/2022,60.362.118/9124-03,MEI
400,Miguel Paz Cabral Silva,AC,15796-8828,25/9/2020,99.291.188/1838-84,ME
401,Breno Saboia Santana Santana,MT,88906-2913,22/8/2020,16.853.948/0435-79,MEI
402,Louise Oliveria Moares Mendonça,GO,84783-2397,16/7/2020,09.451.552/1939-32,Medio Porte
403,Carla Nascimento Coutinho Rodriguez,RO,82047-7057,7/6/2021,95.866.833/1778-39,Grande Porte
404,Carlos Rodrigues Saboia Nascimento,PA,04486-9906,16/9/2023,29.975.836/2852-07,Medio Porte
405,Helena Mendonça Marques Ferreira,PA,38636-6648,20/10/2020,66.887.060/0457-38,ME
406,Giovanni Moares Lobato Ferraz,MT,32251-8867,10/3/2022,76.766.415/4029-79,EPP
407,Lorena Moares Leme Oliveria,GO,48164-0042,19/11/2024,89.064.803/2420-42,ME
408,Gustavo Ferreira Cabral Matos,MG,83287-0092,12/11/2021,23.582.431/5161-01,ME
409,Carolina Nascimento Leme Ferreira,DF,66707-8858,14/12/2020,38.302.413/9781-54,ME
410,Miguel Breda Cardoso Nascimento,SE,38693-3611,1/7/2024,25.275.768/4473-74,ME
411,Ayrton Barbieri Rodriguez Matos,RS,91685-5234,23/9/2017,79.412.473/6672-94,EPP
412,Alice Coutinho Oliveria Matos,PB,60601-9883,22/9/2016,21.594.714/0478-17,ME
413,Antonieta Barbieri Rodrigues Moares,BA,68977-7864,9/4/2018,64.162.082/7048-59,EPP
414,Bruno Teixeira Ferraz Moares,PI,84761-6842,24/7/2025,93.545.379/2178-64,ME
415,Giuseppe Leite Ferreira Saboia,ES,46848-9076,27/8/2015,25.537.752/7459-36,MEI
416,Davi Santana Ferraz Moares,MG,23743-8485,4/9/2024,32.782.799/6818-51,Medio Porte
417,Isaac Munhoz Munhoz Rodrigues,MS,33503-9668,25/5/2017,37.967.796/4832-38,EPP
418,Zuleide Pinheiro Teixeira Oliveria,RJ,12435-4338,15/3/2024,35.714.668/9363-97,EPP
419,Eduardo Leite Fernandes Rodrigues,MA,93972-3235,13/9/2022,67.999.688/3311-83,ME
420,Sabrina Gonçalves Ferraz Marques,ES,12146-0322,20/5/2018,08.570.693/0178-57,ME
421,Samuel Barbieri Gonçalves Diones,PR,16818-9386,23/7/2016,04.367.443/4861-65,ME
422,Dorotéia Oliveria Teixeira Gonçalves,SC,64052-5882,2/6/2019,99.306.834/8079-60,ME
423,Darwim Barbieri Matos Cardoso,PR,22769-4959,12/2/2015,76.674.534/1114-16,Grande Porte
424,Elaine Cabral Oliveria Paz,MA,96924-7700,6/12/2020,88.326.072/9746-54,Medio Porte
425,Regina Cardoso Cardoso Moares,AC,00114-6240,14/12/2016,93.441.351/9534-71,ME
426,Mercedes Ferraz Saboia Silva,CE,57036-3129,19/5/2023,23.466.211/6792-35,MEI
427,Enzo Teixeira Santana Diones,BA,06642-9898,14/12/2017,19.780.324/4942-30,ME
428,Zulmira Saboia Ferraz Matos,PE,81867-5694,17/3/2025,95.439.041/5173-20,Medio Porte
429,Josué Paz Matos Ferraz,SP,81587-6606,15/8/2025,59.864.002/1036-99,MEI
430,Elaine Fernandes Barbieri Lobato,MS,79027-6351,5/8/2016,78.062.230/7891-22,ME
431,Carlos Teixeira Breda Teixeira,RR,04543-6570,12/6/2024,28.621.600/4372-52,Grande Porte
432,Joelma Lobato Moares Munhoz,PB,23857-7231,24/10/2015,42.700.483/8608-07,MEI
433,Sônia Ferraz Oliveria Nascimento,AC,94528-7395,22/4/2015,58.210.425/8628-29,EPP
434,Roberto Silva Coutinho Leme,SC,99019-6215,20/4/2023,32.684.453/8950-60,EPP
435,Antonieta Rodriguez Coutinho Leite,PB,98159-3967,13/2/2018,73.330.876/1206-46,ME
436,Anna Rodrigues Rodriguez Brito,AP,34922-4052,20/10/2025,85.187.425/8954-85,MEI
437,Bruna Rodriguez Cardoso Matos,GO,73466-8055,28/8/2020,56.087.015/2589-42,Grande Porte
438,Joaquim Oliveria Rodrigues Ferreira,SC,73350-4807,17/9/2025,15.474.665/0661-91,EPP
439,Carmem Cardoso Ferreira Breda,TO,77437-4175,16/4/2017,87.868.603/9706-84,EPP
440,Eduardo Moares Lobato Marques,PI,83770-5652,27/11/2021,74.335.099/9478-25,EPP
441,Cássia Coutinho Santana Ferraz,GO,92840-8700,4/8/2018,87.991.784/4316-70,EPP
442,Esther Ferreira Santana Rodriguez,MA,80401-5617,21/10/2025,97.526.900/3068-05,EPP
443,Marlon Cabral Boaz Diones,MS,91576-5121,8/7/2021,76.674.857/0150-67,MEI
444,Cássia Leite Leme Ferraz,MG,64203-4883,10/4/2025,25.574.426/4047-32,Medio Porte
445,Enzo Rodrigues Marques Pinheiro,PI,78055-8720,19/6/2021,17.672.361/5980-83,ME
446,Joana Leite Ferraz Munhoz,AM,64186-6780,24/7/2016,04.320.543/4549-25,ME
447,Alexandre Mendonça Cabral Cabral,TO,52787-8178,5/4/2019,55.591.810/6175-81,EPP
448,Carmem Cardoso Silva Diones,PB,83346-1172,8/6/2017,85.052.174/7652-92,MEI
449,Laura Ferraz Rodriguez Mendonça,RS,20370-0043,11/9/2023,38.617.218/8214-95,ME
450,Victor Ferreira Leite Oliveria,AC,10827-9295,9/12/2021,04.177.815/6956-40,MEI
451,Raquel Pinheiro Gonçalves Leite,SP,24672-6421,19/5/2025,84.237.366/4480-82,ME
452,Marcelo Ferraz Silva Munhoz,RS,51226-8073,14/10/2020,02.216.459/2151-46,ME
453,Nayara Brito Moares Fernandes,MG,50445-4719,17/12/2015,06.503.731/4013-64,MEI
454,Sandra Brito Barbieri Fernandes,RS,15014-8003,25/10/2023,40.644.524/9287-89,MEI
455,Felipe Brito Matos Mendonça,PR,31541-3128,25/3/2022,29.029.834/2435-73,MEI
456,João Brito Cabral Pinheiro,RO,63553-8051,20/10/2023,43.957.653/7936-87,EPP
457,Laís Oliveria Moares Ferraz,SC,12646-9858,4/10/2020,30.721.249/5655-46,Grande Porte
458,Adriel Leme Cardoso Rodrigues,PI,30551-5217,2/11/2017,05.373.567/8997-20,EPP
459,Ayrton Breda Fernandes Oliveria,RJ,33814-4327,27/5/2020,75.061.904/8434-75,EPP
460,Giuseppe Mendonça Paz Matos,PA,58955-9505,14/12/2017,99.935.949/3832-30,Medio Porte
461,Rosana Moares Boaz Leme,CE,26429-3615,13/10/2022,31.732.931/2888-54,ME
462,Arthur Leite Santana Saboia,SE,57692-8711,13/4/2018,41.918.124/1485-09,Grande Porte
463,Elis Brito Moares Teixeira,SP,84871-4007,24/4/2016,66.880.306/8248-69,EPP
464,Sandra Coutinho Matos Ferreira,SP,95782-4118,17/12/2020,18.366.919/0289-47,ME
465,Elis Leme Breda Leme,RN,71709-2067,2/10/2022,66.746.905/6906-37,MEI
466,Isabel Leite Teixeira Saboia,CE,92774-0412,21/2/2019,95.389.404/0366-23,Medio Porte
467,Emily Barbieri Nascimento Matos,BA,59490-5323,5/1/2022,26.091.359/2387-51,ME
468,Clara Marques Leme Brito,TO,62203-4020,17/10/2022,46.177.745/7014-62,EPP
469,Isaac Coutinho Marques Cardoso,PR,94252-4958,6/2/2018,63.004.817/2920-52,ME
470,Regina Diones Diones Ferreira,PB,88432-3448,10/12/2017,28.436.391/4863-41,ME
471,Esther Gonçalves Pinheiro Fernandes,PR,46775-3876,1/5/2022,18.743.851/7500-90,ME
472,Camilla Boaz Leite Pinheiro,RN,10030-2396,11/7/2017,72.863.551/1711-35,ME
473,Eloísa Leite Boaz Fernandes,AL,34545-1471,16/3/2023,84.959.357/3242-47,EPP
474,Darwim Breda Cardoso Lobato,RJ,87903-5807,12/4/2023,77.479.240/3432-90,Grande Porte
475,Vitor Matos Gonçalves Saboia,TO,83057-4236,18/6/2021,78.342.715/1408-36,ME
476,Pedro Barbieri Cardoso Ferraz,PB,54231-6783,22/4/2020,95.969.136/4503-16,ME
477,Gabriel Mendonça Nascimento Munhoz,MT,08183-2262,14/9/2025,69.344.186/3027-76,Grande Porte
478,Jonas Marques Mendonça Santana,MS,10539-2723,23/6/2019,21.840.294/4626-72,EPP
479,Emanuel Moares Ferreira Fernandes,DF,84269-8540,3/3/2021,30.477.015/6802-88,ME
480,Eloísa Mendonça Gonçalves Ferraz,RJ,39135-5958,14/12/2017,03.050.763/5502-79,ME
481,Miguel Nascimento Nascimento Paz,GO,77290-7624,14/1/2025,11.138.756/2438-40,ME
482,Juliana Nascimento Coutinho Matos,PR,64002-7668,25/3/2023,51.945.266/1306-45,EPP
483,Lucas Santana Teixeira Leme,CE,80409-9797,9/7/2020,03.230.046/4621-91,EPP
484,Thereza Fernandes Cardoso Rodriguez,RS,05436-0070,3/12/2020,65.652.912/4785-65,Medio Porte
485,Jean Nascimento Boaz Diones,AP,30571-6958,25/12/2020,69.349.193/6682-52,MEI
486,Alice Pinheiro Nascimento Silva,DF,64752-0985,26/6/2022,71.734.817/7501-29,Grande Porte
487,Sônia Ferraz Boaz Diones,AM,98913-4030,25/3/2020,53.627.304/8415-98,EPP
488,Gustavo Gonçalves Teixeira Leme,MA,85538-8292,19/2/2023,99.939.323/5587-29,MEI
489,Emily Fernandes Oliveria Matos,TO,32421-1258,9/8/2016,78.733.194/4224-75,MEI
490,Vinícius Cabral Barbieri Cabral,PR,78593-1038,18/4/2015,79.819.899/2698-90,EPP
491,Milton Marques Cabral Lobato,SC,49280-0783,11/12/2024,78.142.943/7197-40,EPP
492,Joaquim Rodrigues Rodriguez Pinheiro,PI,43834-8495,12/2/2021,30.772.314/9440-86,Medio Porte
493,Cassandra Leme Teixeira Gonçalves,AC,50908-1110,1/2/2025,02.626.804/2173-62,Medio Porte
494,David Rodriguez Leite Diones,PE,63911-4735,19/3/2017,36.085.484/7755-19,ME
495,Bernardo Silva Munhoz Cardoso,GO,12593-9002,8/11/2024,13.245.620/7118-18,MEI
496,Emily Fernandes Marques Matos,SE,79284-9537,28/12/2023,14.996.511/6769-48,ME
497,Bárbara Coutinho Leme Boaz,RJ,60793-6372,8/12/2019,37.000.291/6822-34,ME
498,Raquel Fernandes Rodrigues Santana,BA,20918-2707,6/7/2020,77.841.801/2484-19,Medio Porte
499,Nayara Lobato Leite Leme,BA,23023-4874,28/6/2019,42.792.725/4131-89,ME
500,Vinícius Diones Marques Gonçalves,TO,07959-6567,4/8/2020,60.894.534/7268-09,ME
501,Alice Gonçalves Matos Coutinho,RS,79367-9960,26/11/2020,94.884.639/6450-43,ME
502,Carolina Paz Matos Leite,AL,46649-8397,12/11/2020,45.429.992/5403-76,ME
503,Palmira Cabral Teixeira Cabral,PR,96163-7251,27/12/2022,12.781.454/4611-49,ME
504,Bruno Rodrigues Moares Santana,PB,09302-4389,11/6/2021,95.220.786/2679-96,EPP
505,Zulmira Paz Teixeira Leite,RJ,45016-2406,21/6/2025,18.426.038/8353-26,ME
506,Marlene Santana Rodriguez Oliveria,RO,85120-9128,24/2/2017,43.696.134/5741-00,EPP
507,Ben Ferreira Rodriguez Paz,RR,33589-4341,9/5/2018,72.567.490/4182-82,MEI
508,Ben Barbieri Cardoso Rodrigues,RR,24367-4719,15/5/2021,10.758.324/6709-85,MEI
509,Laís Barbieri Nascimento Ferraz,AC,89989-7001,6/5/2019,75.049.916/3508-68,ME
510,Davi Barbieri Boaz Lobato,MA,40465-5960,24/2/2020,00.666.120/7503-95,ME
511,Josué Ferraz Oliveria Saboia,PE,58171-2258,20/7/2018,87.369.456/5195-94,Medio Porte
512,Victor Ferreira Ferraz Lobato,TO,64883-7072,20/12/2024,19.291.563/2415-70,Grande Porte
513,Emily Breda Santana Lobato,CE,64089-0805,10/7/2017,33.934.049/2760-58,ME
514,Mercedes Diones Leite Lobato,SE,40876-0052,18/5/2021,35.703.988/1931-55,Grande Porte
515,Breno Cardoso Oliveria Rodriguez,AM,00351-0560,12/1/2025,56.655.944/7337-40,Medio Porte
516,Bruno Ferreira Leme Oliveria,CE,89654-8944,13/11/2025,07.354.479/3088-24,ME
517,Anita Ferraz Coutinho Cardoso,RN,71294-0850,24/7/2024,39.733.396/2749-10,EPP
518,Pedro Boaz Matos Ferraz,RR,70208-3608,28/3/2018,62.621.604/5523-00,EPP
519,Victor Ferraz Coutinho Teixeira,AC,08561-5875,28/8/2021,07.308.267/2725-83,ME
520,Juan Leite Ferreira Brito,AM,54187-0318,11/2/2023,10.674.704/5840-46,ME
521,Creuza Cardoso Ferreira Breda,MS,63034-4836,15/7/2016,84.201.210/9289-61,ME
522,Palmira Breda Oliveria Nascimento,SP,00852-9285,15/6/2017,64.789.218/7403-20,ME
523,Nayara Mendonça Moares Ferraz,BA,26663-1536,15/3/2021,04.791.377/7832-49,ME
524,Arthur Munhoz Pinheiro Marques,MS,32337-5303,24/7/2017,07.567.229/6434-74,MEI
525,Isabel Rodrigues Matos Ferreira,BA,85031-2076,11/9/2017,88.089.046/5011-29,MEI
526,Vanessa Marques Lobato Matos,SC,46441-5387,28/11/2023,72.183.765/6073-16,ME
527,Vanessa Rodriguez Nascimento Silva,SE,88971-0228,13/1/2016,59.786.634/6191-51,ME
528,Louise Ferraz Diones Leme,AL,37226-2459,25/8/2016,62.042.708/3045-05,ME
529,Darwim Nascimento Cabral Teixeira,PR,30151-9837,5/11/2023,29.937.814/0733-74,MEI
530,Laura Gonçalves Cardoso Leme,DF,94987-7248,17/1/2017,78.297.259/8969-04,ME
531,Isaac Saboia Brito Gonçalves,MG,95147-9216,20/8/2020,55.549.400/7423-12,ME
532,Miguel Paz Cardoso Moares,RS,60264-3974,2/4/2016,83.380.968/8185-36,EPP
533,Guilherme Cabral Cardoso Oliveria,AL,33443-0447,16/4/2021,93.975.574/2211-59,MEI
534,Juan Nascimento Pinheiro Brito,SE,57474-3428,13/3/2024,35.405.019/8435-80,EPP
535,Benjamim Gonçalves Ferreira Pinheiro,GO,73761-2446,7/12/2022,11.830.997/0912-77,ME
536,Henry Pinheiro Ferreira Diones,SP,68468-3458,11/2/2019,18.324.157/1142-24,EPP
537,David Rodriguez Coutinho Leme,BA,39989-1929,20/6/2021,57.281.109/9190-67,Medio Porte
538,André Barbieri Teixeira Marques,PE,60998-0830,9/11/2025,55.776.318/7609-08,Grande Porte
539,Jonas Paz Nascimento Munhoz,DF,00750-4915,7/10/2020,62.274.502/8516-12,Medio Porte
540,Cássia Ferraz Gonçalves Pinheiro,MT,40943-1961,12/6/2023,54.483.759/8106-19,ME
541,Mercedes Coutinho Diones Matos,PR,93081-6691,18/10/2020,65.394.566/9875-30,ME
